gene_symbol,logfc,pval,pval_adj,scores,ensembl_id
ENSG00000257509,-0.8033964,0.8640415582290164,1.0,0.17123173,ENSG00000257509
ENSG00000276702,-0.7718889,0.8640626340879571,1.0,0.17120492,ENSG00000276702
PIK3CG,-0.7339715,0.864081653848564,1.0,0.17118074,ENSG00000105851
ENSG00000272163,-5.530014,0.8640847381414892,1.0,0.17117682,ENSG00000272163
PEX12,0.6133509,0.8640960472332668,1.0,0.17116243,ENSG00000108733
ENSG00000257277,-0.89625937,0.8641227779245023,1.0,0.17112844,ENSG00000257277
EXD1,-0.1872261,0.8642024568689708,1.0,0.1710271,ENSG00000178997
ENSG00000286778,-0.62194973,0.8642142803138928,1.0,0.17101206,ENSG00000286778
ENSG00000262228,-0.6972104,0.8644343047462643,1.0,0.17073224,ENSG00000262228
ENSG00000275854,-0.7679926,0.8644666924080975,1.0,0.17069106,ENSG00000275854
PSMA2,,0.8645021648704103,1.0,0.17064595,ENSG00000106588
ENSG00000270062,-0.7729451,0.8645057635412647,1.0,0.17064138,ENSG00000270062
MIR223HG,-0.79004186,0.864513474988273,1.0,0.17063157,ENSG00000274536
ENSG00000237626,-0.69937956,0.86476744584898,1.0,0.1703086,ENSG00000237626
ENSG00000287616,-0.70737255,0.8648157738708532,1.0,0.17024715,ENSG00000287616
SRRD,,0.8648944365195725,1.0,0.17014712,ENSG00000100104
SLC35F4,-1.3902725,0.864933511274182,1.0,0.17009744,ENSG00000151812
ENSG00000286126,-0.79078096,0.8649967513793693,1.0,0.17001702,ENSG00000286126
LINC01309,-0.54788756,0.8650234872936465,1.0,0.16998303,ENSG00000234551
GHITM,-3.2462308,0.8651998453667112,1.0,0.16975878,ENSG00000165678
LINC00237,-0.7942856,0.8654811066762692,1.0,0.16940117,ENSG00000225127
ENSG00000255130,-0.79745555,0.8655392121428445,1.0,0.16932729,ENSG00000255130
C1QA,-0.70556366,0.8655762354741319,1.0,0.16928022,ENSG00000173372
ENSG00000231252,-1.4562051,0.865585491353053,1.0,0.16926844,ENSG00000231252
TUBG1,,0.865600917858892,1.0,0.16924883,ENSG00000131462
ZSWIM8-AS1,-0.6399142,0.8656132591004337,1.0,0.16923314,ENSG00000272589
SLC12A3,-0.7483278,0.8657186752070606,1.0,0.16909912,ENSG00000070915
BCKDHA,-0.59317666,0.866105907055377,1.0,0.16860683,ENSG00000248098
ADAM32,-1.573137,0.8661485919499651,1.0,0.16855256,ENSG00000197140
RPN2,-2.566077,0.8661604203633356,1.0,0.16853753,ENSG00000118705
LINC00930,-0.78373927,0.8664072810443899,1.0,0.16822372,ENSG00000258647
ENSG00000258525,-1.1471199,0.8664489400701152,1.0,0.16817077,ENSG00000258525
HM13-IT1,-0.7355921,0.8664684839384369,1.0,0.16814592,ENSG00000235313
BBS10,-2.9838157,0.8664731127613134,1.0,0.16814004,ENSG00000179941
ENSG00000277954,-1.0753552,0.8664772272743815,1.0,0.16813481,ENSG00000277954
TOMM20L,-0.7644896,0.866521458518353,1.0,0.16807859,ENSG00000196860
SLC39A8,,0.8665528320959635,1.0,0.1680387,ENSG00000138821
AKAP8L,-1.271223,0.8665764909984641,1.0,0.16800863,ENSG00000011243
VEGFC,-0.80098915,0.8666073506161538,1.0,0.1679694,ENSG00000150630
PRKAB1,-3.0196276,0.8667801682314393,1.0,0.16774973,ENSG00000111725
ZNF695,-0.7066618,0.8668465195438725,1.0,0.16766539,ENSG00000197472
DECR2,-0.2218205,0.8669277883211033,1.0,0.1675621,ENSG00000242612
LMCD1,0.5783134,0.8669319032333215,1.0,0.16755687,ENSG00000071282
PPP1R3G,-0.6707162,0.867022432214277,1.0,0.1674418,ENSG00000219607
ZW10,-3.6560152,0.8671319951886491,1.0,0.16730255,ENSG00000086827
SCFD1,-1.8938226,0.8672909431954757,1.0,0.16710053,ENSG00000092108
MORC2,-1.5135672,0.867335696515225,1.0,0.16704366,ENSG00000133422
ENSG00000267543,-0.7169548,0.8673794214336874,1.0,0.16698809,ENSG00000267543
ENSG00000285043,-0.7197461,0.8676602994020375,1.0,0.16663113,ENSG00000285043
ENSG00000250603,-0.76362944,0.8677426111310528,1.0,0.16652653,ENSG00000250603
LAMA3,1.8319832,0.8679705192088552,1.0,0.1662369,ENSG00000053747
CKM,-0.79980296,0.8680610681285394,1.0,0.16612184,ENSG00000104879
ENSG00000265393,-0.62219274,0.868135669391215,1.0,0.16602704,ENSG00000265393
RNF207,0.48899868,0.8682318810289541,1.0,0.16590479,ENSG00000158286
ENSG00000283010,-0.7189612,0.8685786707076683,1.0,0.16546415,ENSG00000283010
IRAK4,,0.8685946215835296,1.0,0.16544388,ENSG00000198001
ENSG00000281849,-2.8975425,0.8686218925596928,1.0,0.16540922,ENSG00000281849
PPP1R35-AS1,-0.78122616,0.8687438420440781,1.0,0.16525428,ENSG00000240211
RAB40AL,-0.7655433,0.8687510459087923,1.0,0.16524513,ENSG00000102128
CFAP210,-0.6221224,0.8688380077065679,1.0,0.16513464,ENSG00000154479
ENSG00000250692,-0.7428587,0.8688786590320412,1.0,0.16508299,ENSG00000250692
ADAM33,-0.8208221,0.8689131357442661,1.0,0.1650392,ENSG00000149451
ENSG00000285926,-0.7103694,0.8690520742740793,1.0,0.16486268,ENSG00000285926
SH3TC1,-0.7162797,0.8690685413308842,1.0,0.16484176,ENSG00000125089
ENSG00000270953,-0.87688255,0.8691236034644463,1.0,0.1647718,ENSG00000270953
ENSG00000270175,-0.3010374,0.869255858097274,1.0,0.16460377,ENSG00000270175
SNRPB,,0.8694843533165187,1.0,0.1643135,ENSG00000125835
LINC02742,0.595515,0.8696197058509468,1.0,0.16414157,ENSG00000249867
TMEM201,,0.869705139455411,1.0,0.16403304,ENSG00000188807
IL27RA,-0.7563769,0.8697252114265271,1.0,0.16400753,ENSG00000104998
PSMA8,-0.72252,0.8698152789967353,1.0,0.16389312,ENSG00000154611
ZNF579,1.6356004,0.8698291752865537,1.0,0.16387548,ENSG00000218891
ENSG00000249635,-0.10026123,0.8698379248229884,1.0,0.16386436,ENSG00000249635
CDC6,-0.70660627,0.869894539855597,1.0,0.16379245,ENSG00000094804
RP2,,0.8700448302670615,1.0,0.16360155,ENSG00000102218
ENSG00000286964,-0.66404665,0.8700829183088367,1.0,0.16355316,ENSG00000286964
ENSG00000261037,-0.69266194,0.8702913784681034,1.0,0.16328838,ENSG00000261037
RGS7,0.05842245,0.8704180031138327,1.0,0.16312756,ENSG00000182901
PAMR1,-1.5762712,0.8704983033911919,1.0,0.16302557,ENSG00000149090
ENSG00000286225,-0.62964004,0.8705060246420819,1.0,0.16301577,ENSG00000286225
AMPD2,,0.8706630260863208,1.0,0.16281636,ENSG00000116337
ENSG00000287005,-0.729369,0.8707613476194189,1.0,0.16269149,ENSG00000287005
ENSG00000273797,-0.74914944,0.8709832218713343,1.0,0.16240971,ENSG00000273797
CNBD1,-2.2513623,0.8709863106797205,1.0,0.16240579,ENSG00000176571
FAM9B,-0.7869616,0.8710975090917874,1.0,0.16226457,ENSG00000177138
TLCD3A,-0.069070764,0.871115527592949,1.0,0.1622417,ENSG00000167695
ATP10A,-0.55187416,0.871277697112461,1.0,0.16203575,ENSG00000206190
ENSG00000272312,0.56655174,0.8712823306068532,1.0,0.16202988,ENSG00000272312
NCR3LG1,4.8872137,0.8712972607854997,1.0,0.16201091,ENSG00000188211
IGFBP6,-0.56033546,0.8713250619300057,1.0,0.1619756,ENSG00000167779
SMIM7,,0.8714934167000271,1.0,0.16176182,ENSG00000214046
FADD,-4.5202317,0.8715026841042063,1.0,0.16175006,ENSG00000168040
ENSG00000288072,-0.7567602,0.8715083475265554,1.0,0.16174287,ENSG00000288072
ENSG00000228629,,0.8715237932573524,1.0,0.16172326,ENSG00000228629
ENSG00000183154,-0.6981519,0.8715474768063936,1.0,0.16169319,ENSG00000183154
BMP6,-0.7653143,0.8715989631798541,1.0,0.1616278,ENSG00000153162
PCDHGB4,-0.71202236,0.8717832888555526,1.0,0.16139375,ENSG00000253953
ENSG00000228586,-0.701291,0.8718378670680779,1.0,0.16132446,ENSG00000228586
ENSG00000287191,-0.7617559,0.8718842075388287,1.0,0.16126561,ENSG00000287191
HTR3B,-0.5273778,0.8720113886452288,1.0,0.16110413,ENSG00000149305
LRRN4,-0.7633242,0.8720149930163108,1.0,0.16109955,ENSG00000125872
LILRB1,-0.7857829,0.872024261411295,1.0,0.16108778,ENSG00000104972
MTARC1,-1.8019972,0.8720340447361727,1.0,0.16107537,ENSG00000186205
SYT6,-0.73869205,0.8722358945416575,1.0,0.16081908,ENSG00000134207
AP2A1,-3.5139344,0.8722848134769873,1.0,0.16075698,ENSG00000196961
SNRPA,,0.8722930525036321,1.0,0.16074651,ENSG00000077312
FLVCR2,-0.70692074,0.8722997467229819,1.0,0.16073802,ENSG00000119686
TNFRSF1B,-0.658707,0.8723157098983357,1.0,0.16071776,ENSG00000028137
LRWD1,-1.7353483,0.8723254938057052,1.0,0.16070533,ENSG00000161036
ZNF132,,0.8723558755372831,1.0,0.16066675,ENSG00000131849
ENSG00000275765,-0.75689185,0.8724135498507479,1.0,0.16059352,ENSG00000275765
CHROMR,-4.1174674,0.8725505290627746,1.0,0.16041963,ENSG00000223960
ENSG00000251615,-0.24045007,0.8725731876467455,1.0,0.16039087,ENSG00000251615
PCDHGA11,-0.62978905,0.8725793672787003,1.0,0.16038302,ENSG00000253873
ENSG00000286164,-0.62559223,0.8726555833786813,1.0,0.16028626,ENSG00000286164
SHH,-0.7034921,0.8727997792332822,1.0,0.1601032,ENSG00000164690
HTR7,-0.70276695,0.8729331641614824,1.0,0.15993388,ENSG00000148680
ENSG00000272864,-0.6032492,0.8729841500885048,1.0,0.15986915,ENSG00000272864
SUMO3,,0.8731365960061769,1.0,0.15967563,ENSG00000184900
ENSG00000285809,-0.7840255,0.8732689599648951,1.0,0.15950762,ENSG00000285809
ENSG00000285941,-0.78028303,0.8732689599648951,1.0,0.15950762,ENSG00000285941
ENSG00000261544,,0.8733364308966034,1.0,0.15942197,ENSG00000261544
ENSG00000260296,-0.69983095,0.8734147189337431,1.0,0.15932259,ENSG00000260296
ENSG00000269124,-0.76233333,0.8734641646485141,1.0,0.15925984,ENSG00000269124
CCDC83,-0.7100417,0.873482706918984,1.0,0.1592363,ENSG00000150676
ENSG00000261229,-0.75339466,0.8735795399046855,1.0,0.15911339,ENSG00000261229
ENSG00000250240,,0.8737551832901824,1.0,0.15889046,ENSG00000250240
FGF14-IT1,-0.621235,0.8739648303136469,1.0,0.15862437,ENSG00000243319
ENSG00000227355,0.19111666,0.8739756477221255,1.0,0.15861064,ENSG00000227355
PTENP1-AS,,0.8740415829116693,1.0,0.15852696,ENSG00000281128
MROH6,-1.5235817,0.8741353360152574,1.0,0.15840797,ENSG00000204839
TSPAN13,0.6579637,0.8741549110621234,1.0,0.15838313,ENSG00000106537
ENSG00000231964,-0.25398862,0.8741605775374341,1.0,0.15837593,ENSG00000231964
FAM25G,-0.78598726,0.8742739083985867,1.0,0.15823211,ENSG00000189090
PEX11A,-2.2067227,0.8742867870687816,1.0,0.15821576,ENSG00000166821
LMO2,-0.7042258,0.8743527263818787,1.0,0.15813208,ENSG00000135363
LINC00354,-0.6609637,0.8743759083789691,1.0,0.15810266,ENSG00000226903
ENSG00000267174,-0.61856383,0.8743831205778341,1.0,0.1580935,ENSG00000267174
PHB1,,0.8745041840447154,1.0,0.15793987,ENSG00000167085
TLR9,-0.6735413,0.8747051043651382,1.0,0.15768489,ENSG00000239732
ENSG00000239415,-5.4936724,0.8747689884165775,1.0,0.15760383,ENSG00000239415
ENSG00000229454,-0.739528,0.874785989954896,1.0,0.15758225,ENSG00000229454
TRIM72,-0.7511604,0.874820508407465,1.0,0.15753844,ENSG00000177238
HNF4G,-0.62001115,0.8748210236100539,1.0,0.15753779,ENSG00000164749
ENSG00000277450,-0.46631905,0.874903456707582,1.0,0.1574332,ENSG00000277450
MMACHC,,0.8749111848800887,1.0,0.15742339,ENSG00000132763
TNFRSF11A,-0.4909783,0.8751765260345479,1.0,0.15708669,ENSG00000141655
CAVIN2,-0.71067804,0.8752883341815777,1.0,0.15694483,ENSG00000168497
NPNT,-0.66943824,0.8753558324709426,1.0,0.15685917,ENSG00000168743
ASAH1-AS1,-1.0987285,0.8753764428163687,1.0,0.15683302,ENSG00000245281
ENSG00000266498,-0.5969164,0.8754439422893027,1.0,0.15674739,ENSG00000266498
FAM209A,-0.8786436,0.8755258703478267,1.0,0.15664344,ENSG00000124103
CCDC88C,-0.30771205,0.8755619397274038,1.0,0.15659767,ENSG00000015133
STEAP4,-0.6778057,0.8755964635185427,1.0,0.15655386,ENSG00000127954
LINC02606,0.5432217,0.8756727258663206,1.0,0.15645711,ENSG00000284693
ENSG00000273306,-0.6829606,0.8760514782646861,1.0,0.15597658,ENSG00000273306
ENSG00000273599,-0.72408926,0.8760612695197927,1.0,0.15596417,ENSG00000273599
HIF1A-AS1,-0.66975653,0.876068999471434,1.0,0.15595436,ENSG00000258777
NFATC4,-0.71114844,0.8760767294348972,1.0,0.15594456,ENSG00000100968
ENSG00000264812,-0.7105152,0.876084459410182,1.0,0.15593474,ENSG00000264812
RIN3,1.0538772,0.8760999193962123,1.0,0.15591513,ENSG00000100599
PTK7,5.220321,0.8761947416778506,1.0,0.15579483,ENSG00000112655
TCEAL6,0.084880665,0.8762395767450947,1.0,0.15573795,ENSG00000204071
ENSG00000285724,-0.7217774,0.8762972960370722,1.0,0.15566473,ENSG00000285724
MID2,-1.6675769,0.8763730536061571,1.0,0.15556863,ENSG00000080561
ENSG00000267298,-0.69505227,0.8763735689676495,1.0,0.15556797,ENSG00000267298
ENSG00000251161,-0.73121125,0.8763787225854559,1.0,0.15556143,ENSG00000251161
SNHG16,-2.304096,0.87638542229644,1.0,0.15555294,ENSG00000163597
ENSG00000258053,-0.7066448,0.8764271668490028,1.0,0.15549998,ENSG00000258053
PTGER4,-0.70988643,0.8764369588308631,1.0,0.15548757,ENSG00000171522
MAPKAPK5,-3.2079594,0.8767348502583266,1.0,0.15510967,ENSG00000089022
ENSG00000270061,-0.58846486,0.8768173146406064,1.0,0.15500508,ENSG00000270061
ENSG00000234318,-0.87644815,0.8770250277267456,1.0,0.1547416,ENSG00000234318
TTK,-0.7456137,0.8770327591466113,1.0,0.1547318,ENSG00000112742
FZD4-DT,-0.32888776,0.8772028533504673,1.0,0.15451606,ENSG00000246523
P2RX5,-0.39341894,0.8772069769167476,1.0,0.15451083,ENSG00000083454
FAM230B,-0.73323065,0.8773157371800538,1.0,0.15437289,ENSG00000215498
RPGRIP1,-0.69398224,0.8775110991078382,1.0,0.1541251,ENSG00000092200
LNCARSR,-0.70744145,0.8776172884048382,1.0,0.15399042,ENSG00000233086
FSCN3,-0.61899763,0.8776348150054519,1.0,0.1539682,ENSG00000106328
ENSG00000251199,-0.699323,0.8776379079411989,1.0,0.15396427,ENSG00000251199
ENSG00000241886,-0.6541899,0.8776760543023195,1.0,0.1539159,ENSG00000241886
ENSG00000286201,-0.6604039,0.8776977050660782,1.0,0.15388843,ENSG00000286201
PRR5,-0.22374664,0.8778776161401137,1.0,0.15366027,ENSG00000186654
GNG12,-0.5929829,0.877888957450779,1.0,0.15364589,ENSG00000172380
SPON1-AS1,-0.75253224,0.8779059694637694,1.0,0.15362431,ENSG00000254418
ENSG00000262089,0.61387956,0.8779765956963033,1.0,0.15353474,ENSG00000262089
HES1,-0.6137189,0.8780802169629757,1.0,0.15340333,ENSG00000114315
LINC00621,-0.49576044,0.8781740449866061,1.0,0.15328434,ENSG00000262619
CDC42,-1.688,0.8782085865032545,1.0,0.15324055,ENSG00000070831
KLF7-IT1,,0.8783704707294582,1.0,0.15303525,ENSG00000237892
GPR55,-0.647603,0.8783998579021078,1.0,0.152998,ENSG00000135898
TMEM44,,0.8786303210093126,1.0,0.15270576,ENSG00000145014
ENSG00000268683,-0.5785507,0.8786638343986601,1.0,0.15266326,ENSG00000268683
GPR61,-1.3363864,0.8787133314944376,1.0,0.1526005,ENSG00000156097
ACTR3C,-0.9258565,0.8789994958660612,1.0,0.15223765,ENSG00000106526
ENSG00000234292,-0.74910074,0.879053636850849,1.0,0.152169,ENSG00000234292
GSTM5,-0.6238777,0.879339304357196,1.0,0.15180682,ENSG00000134201
CHRM1,-0.16314673,0.8793712753448969,1.0,0.15176629,ENSG00000168539
KLHL33,-0.63993716,0.8793733379960189,1.0,0.15176366,ENSG00000185271
NCF2,-0.6461668,0.8793821042724201,1.0,0.15175256,ENSG00000116701
SEZ6,,0.8793882922411347,1.0,0.15174471,ENSG00000063015
ENSG00000275484,-0.61016166,0.8793908705636067,1.0,0.15174145,ENSG00000275484
ENSG00000173862,-0.7495,0.8795435095319235,1.0,0.15154792,ENSG00000173862
KCNF1,-0.36156717,0.8795548544988996,1.0,0.15153354,ENSG00000162975
ITPRIP,-1.3722063,0.8796657270683111,1.0,0.15139298,ENSG00000148841
PRR34-AS1,,0.879687386171362,1.0,0.15136552,ENSG00000241990
TAF1A,-2.9327338,0.8796920274194425,1.0,0.15135963,ENSG00000143498
LINC00951,-0.6437613,0.8797260633649899,1.0,0.1513165,ENSG00000226070
LYNX1,,0.8798658193491021,1.0,0.15113932,ENSG00000180155
ENSG00000273198,-0.5232745,0.8799962960258041,1.0,0.15097392,ENSG00000273198
MAP1B,0.3380523,0.8803588629373037,1.0,0.1505143,ENSG00000131711
FANCF,,0.880512561748269,1.0,0.15031949,ENSG00000183161
TG,-0.56326056,0.880560529077565,1.0,0.15025869,ENSG00000042832
GLRX3,,0.8805739393770489,1.0,0.15024169,ENSG00000108010
ENSG00000273816,-0.6593246,0.8805837392329454,1.0,0.15022926,ENSG00000273816
TEX15,-0.5993754,0.8806213914809602,1.0,0.15018153,ENSG00000133863
ENSG00000232721,-0.47432962,0.8806915388544599,1.0,0.15009263,ENSG00000232721
RSF1-IT2,-0.66396,0.8807090758441276,1.0,0.1500704,ENSG00000254985
MYL12B,,0.8807756137780727,1.0,0.14998606,ENSG00000118680
KLC3,-0.63770556,0.880960789666627,1.0,0.14975135,ENSG00000104892
ENSG00000251391,-0.6348658,0.8810005079058068,1.0,0.14970101,ENSG00000251391
PDYN-AS1,-0.69811416,0.8810546696234061,1.0,0.14963236,ENSG00000233896
LINC00640,-1.4749742,0.8811480354139772,1.0,0.14951403,ENSG00000258479
IQSEC1,-0.36310172,0.8814678644466816,1.0,0.1491087,ENSG00000144711
ENSG00000228714,-0.51984423,0.881629849753591,1.0,0.14890341,ENSG00000228714
LINC02359,-0.6481498,0.8817015582066466,1.0,0.14881253,ENSG00000284848
LINC01239,-0.6249371,0.8817335435848125,1.0,0.148772,ENSG00000234840
TMEM45B,-0.5476604,0.8817964831178962,1.0,0.14869224,ENSG00000151715
MIR222HG,3.8925724,0.8818073170472646,1.0,0.14867851,ENSG00000270069
TM4SF18,-0.6714636,0.8818491052676809,1.0,0.14862555,ENSG00000163762
ENSG00000259280,-0.69916445,0.8818491052676809,1.0,0.14862555,ENSG00000259280
SLC1A5,-0.6711571,0.8818723210878139,1.0,0.14859614,ENSG00000105281
MYLK3,0.17610909,0.8819182371198095,1.0,0.14853795,ENSG00000140795
GPR65,-0.81022555,0.8820554716702126,1.0,0.14836405,ENSG00000140030
DIS3,-2.4622808,0.8820951981221409,1.0,0.1483137,ENSG00000083520
ENSG00000272529,-0.6766849,0.8821792953559169,1.0,0.14820714,ENSG00000272529
KIF7,-0.5745092,0.8822566866219149,1.0,0.14810908,ENSG00000166813
LINC00562,-0.6056107,0.8823139568824736,1.0,0.14803651,ENSG00000260388
ENSG00000288253,-0.64041054,0.882330467342124,1.0,0.14801559,ENSG00000288253
LINC01513,-0.7099122,0.8823314992475497,1.0,0.14801428,ENSG00000246016
FCRLA,-0.7018345,0.8823418183127912,1.0,0.14800121,ENSG00000132185
SOX1,-0.67025334,0.8825776143915003,1.0,0.14770243,ENSG00000182968
H3C4,-0.6607067,0.8826292122959624,1.0,0.14763705,ENSG00000197409
KBTBD4,1.5739586,0.8827917489492649,1.0,0.14743112,ENSG00000123444
TPTE,0.5722413,0.882796392926191,1.0,0.14742523,ENSG00000274391
TAS2R20,-0.5630462,0.8830260168059478,1.0,0.1471343,ENSG00000255837
COL4A6,-0.6102459,0.8831132248557415,1.0,0.14702381,ENSG00000197565
ENSG00000286385,-0.00027660248,0.883301062388584,1.0,0.14678584,ENSG00000286385
ENSG00000269578,-0.75353664,0.883304158666651,1.0,0.14678192,ENSG00000269578
TEFM,,0.8833867267392631,1.0,0.14667732,ENSG00000172171
CORT,-0.51475775,0.8834816815888571,1.0,0.14655702,ENSG00000241563
PCAT7,-0.510204,0.8835621880988048,1.0,0.14645503,ENSG00000231806
ELL3,-0.70767266,0.883587991721894,1.0,0.14642234,ENSG00000128886
H19,-0.71032107,0.883587991721894,1.0,0.14642234,ENSG00000130600
CD300A,-0.6792206,0.8835926363871671,1.0,0.14641646,ENSG00000167851
ENSG00000259969,-0.47554713,0.8836695319825049,1.0,0.14631905,ENSG00000259969
IGF2BP2,-0.6245187,0.8836814018700573,1.0,0.14630401,ENSG00000073792
GPR52,-0.5846754,0.8837221725522572,1.0,0.14625236,ENSG00000203737
EEF1AKMT4,-0.5837867,0.8837593309106114,1.0,0.14620529,ENSG00000284753
GALNT16,-0.23073645,0.8838243586530319,1.0,0.14612292,ENSG00000100626
CD151,-0.29347858,0.8838511957273106,1.0,0.14608891,ENSG00000177697
C1QL1,-1.6718538,0.8838542923213817,1.0,0.146085,ENSG00000131094
ENSG00000283907,-0.6478234,0.8838635821142417,1.0,0.14607322,ENSG00000283907
MST1R,-0.472377,0.8839600936845383,1.0,0.14595097,ENSG00000164078
LINC01807,-0.9903328,0.883968867549071,1.0,0.14593986,ENSG00000232023
CD8A,-0.61947656,0.8840566069769378,1.0,0.14582871,ENSG00000153563
ENSG00000223356,-0.73867095,0.8840782839958705,1.0,0.14580126,ENSG00000223356
YPEL1,-0.88826483,0.8842067995328192,1.0,0.14563847,ENSG00000100027
MRO,-0.5832615,0.8843213822194638,1.0,0.14549333,ENSG00000134042
ALLC,-0.6993968,0.8843544155154892,1.0,0.14545149,ENSG00000151360
CENATAC-DT,,0.8843652546095556,1.0,0.14543776,ENSG00000255121
MYO10,-1.4795926,0.8844617751156988,1.0,0.1453155,ENSG00000145555
PCDHB5,0.0129116895,0.8845144233873459,1.0,0.14524882,ENSG00000113209
ENSG00000284977,1.4078444,0.8845763631833178,1.0,0.14517036,ENSG00000284977
ENSG00000271725,-0.69116783,0.8845970099387575,1.0,0.14514421,ENSG00000271725
ENSG00000248373,-0.57234246,0.8845980422785866,1.0,0.14514291,ENSG00000248373
ENSG00000276030,-0.23128557,0.8846176567725652,1.0,0.14511806,ENSG00000276030
BACH1-IT2,-0.6463035,0.8846646286113504,1.0,0.14505857,ENSG00000228817
ITM2C,0.5405388,0.8846765006787422,1.0,0.14504354,ENSG00000135916
LINC02198,-0.6851281,0.884687340415061,1.0,0.1450298,ENSG00000249352
EXPH5,-0.31932095,0.8847033419700264,1.0,0.14500953,ENSG00000110723
C8orf82,0.7043071,0.8847565087645155,1.0,0.1449422,ENSG00000213563
ENSG00000260862,-0.54946774,0.8847580573197062,1.0,0.14494024,ENSG00000260862
ZNF560,-0.6656107,0.8848447771127952,1.0,0.1448304,ENSG00000198028
ENSG00000267766,-0.68711144,0.8848447771127952,1.0,0.1448304,ENSG00000267766
USP1,-1.8005399,0.8848478742737823,1.0,0.14482649,ENSG00000162607
ENSG00000266644,-0.60368454,0.884848906661169,1.0,0.14482518,ENSG00000266644
TAF9B,-2.5037057,0.8850094452775198,1.0,0.14462185,ENSG00000187325
PCOLCE,-0.6090286,0.8850636474843683,1.0,0.1445532,ENSG00000106333
ENSG00000272509,-0.6526507,0.8850667447695787,1.0,0.14454928,ENSG00000272509
ENSG00000246331,-2.6088548,0.8850811987904479,1.0,0.14453098,ENSG00000246331
CYP4F3,-0.6994132,0.8851297232830286,1.0,0.14446951,ENSG00000186529
BRWD1-IT1,-0.6626577,0.8851384990351413,1.0,0.14445841,ENSG00000237373
CACNA1G,0.3778317,0.8852159327525352,1.0,0.14436033,ENSG00000006283
ENSG00000272905,-0.5487205,0.8854317204931598,1.0,0.14408706,ENSG00000272905
NCBP2-AS1,-0.61804956,0.8854745693097248,1.0,0.1440328,ENSG00000225578
ENSG00000253356,-0.5783278,0.8855566541223981,1.0,0.14392886,ENSG00000253356
ENSG00000273747,-0.7281065,0.8855958900642019,1.0,0.14387916,ENSG00000273747
ENSG00000273998,-0.61754847,0.8856237684038366,1.0,0.14384386,ENSG00000273998
DNAJC8,-2.0787323,0.885830795315753,1.0,0.1435817,ENSG00000126698
OOSP1,-0.67047477,0.8859309557718323,1.0,0.14345486,ENSG00000284873
EFCAB3,-0.536415,0.8859660639919834,1.0,0.14341041,ENSG00000172421
ENSG00000204620,-0.4913824,0.885993427907028,1.0,0.14337575,ENSG00000204620
AK4,-1.5438098,0.8860125310981114,1.0,0.14335157,ENSG00000162433
VSTM5,-0.65222216,0.8860548681360396,1.0,0.14329796,ENSG00000214376
ENSG00000278000,-0.7934193,0.8860811998724638,1.0,0.14326462,ENSG00000278000
LINC02414,-0.6409636,0.8861018523027719,1.0,0.14323847,ENSG00000256424
ZIC5,-0.6223973,0.8861054664860298,1.0,0.1432339,ENSG00000139800
HPYR1,-0.6683484,0.8861240537516338,1.0,0.14321035,ENSG00000253521
ZNF530,-0.40321788,0.8861240537516338,1.0,0.14321035,ENSG00000183647
ENSG00000285884,-0.44600183,0.8861400595027731,1.0,0.14319009,ENSG00000285884
NCKAP5-IT1,-0.7457454,0.8861792996053057,1.0,0.1431404,ENSG00000232474
LINC02861,-0.56566906,0.8862071809003906,1.0,0.14310509,ENSG00000262185
NGB,-1.5862353,0.8863006358981098,1.0,0.14298676,ENSG00000165553
KCNH4,-0.3888752,0.8863037338809202,1.0,0.14298284,ENSG00000089558
ENSG00000243004,-0.0068430738,0.886420425831697,1.0,0.14283508,ENSG00000243004
HSPA6,-0.7124031,0.88664968621417,1.0,0.1425448,ENSG00000173110
ENSG00000268650,-0.62802947,0.8866512353030946,1.0,0.14254285,ENSG00000268650
C4orf50,-0.27630058,0.886707519161038,1.0,0.14247158,ENSG00000181215
KLHL34,-0.60659176,0.8867534761293896,1.0,0.14241341,ENSG00000185915
LINC03014,-0.55556923,0.8867823930687251,1.0,0.1423768,ENSG00000240859
NUDT16-DT,-1.1147398,0.8867865240723642,1.0,0.14237157,ENSG00000250608
TBRG4,,0.8868262851396638,1.0,0.14232121,ENSG00000136270
CAPN1-AS1,-0.63170093,0.8868484894960192,1.0,0.14229311,ENSG00000254614
EMP2,-0.29836592,0.8869471192219266,1.0,0.14216824,ENSG00000213853
CTRL,0.08487171,0.887068988735992,1.0,0.14201395,ENSG00000141086
LINC02327,-0.58165425,0.8870865464284932,1.0,0.14199172,ENSG00000258038
SLC12A7,-0.6363483,0.8871758849573341,1.0,0.14187862,ENSG00000113504
RTN4RL1,-0.49354497,0.8873540498863786,1.0,0.14165306,ENSG00000185924
ENSG00000287181,-0.71532553,0.8873592141721544,1.0,0.14164653,ENSG00000287181
RASSF9,-0.70683235,0.8873592141721544,1.0,0.14164653,ENSG00000198774
ENSG00000287462,-0.6763044,0.8873592141721544,1.0,0.14164653,ENSG00000287462
ENSG00000277210,-0.7040153,0.8873623127459154,1.0,0.1416426,ENSG00000277210
TRMT6,-2.1048186,0.8873654113213979,1.0,0.14163868,ENSG00000089195
ENSG00000225113,-0.6018084,0.8875559770203928,1.0,0.14139745,ENSG00000225113
MRPL44,,0.8875807665324352,1.0,0.14136606,ENSG00000135900
FAM78B-AS1,-0.66386944,0.8876432572486802,1.0,0.14128695,ENSG00000203307
